code,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len
'bali_phy_msa.199.fas', 79.229, 16.594, 12.9, 9.0, 2.771, 54.557, 125, 1.786, 57.112, 9, 1, 3, 2, 8, 1, 105, 13, 0, 0, 0, 0, 0, 9, 18, 1126, 2334, 1449, 280, 107
'bali_phy_msa.2.fas', 76.057, 18.246, 9.2, 8.314, 5.314, 53.229, 118, 1.686, 59.585, 9, 2, 5, 1, 4, 0, 100, 13, 0, 0, 0, 0, 0, 10, 18, 1245, 2297, 1364, 280, 107
'bali_phy_msa.20.fas', 78.543, 16.51, 8.4, 7.229, 2.9, 60.014, 118, 1.686, 51.822, 11, 1, 3, 2, 8, 1, 96, 11, 0, 0, 0, 0, 0, 5, 21, 1106, 2464, 1178, 280, 107
'bali_phy_msa.200.fas', 75.543, 17.417, 11.971, 3.614, 2.814, 57.143, 122, 1.743, 55.434, 9, 2, 6, 1, 5, 2, 102, 9, 0, 0, 0, 0, 0, 6, 17, 1133, 2307, 1269, 280, 107
'bali_phy_msa.201.fas', 74.914, 17.55, 10.329, 4.657, 5.5, 54.429, 128, 1.829, 51.438, 11, 2, 6, 2, 6, 1, 105, 14, 0, 0, 0, 0, 0, 10, 21, 1127, 2216, 1076, 280, 107
'bali_phy_msa.202.fas', 74.657, 17.771, 10.971, 5.5, 4.671, 53.514, 125, 1.786, 57.016, 10, 2, 8, 0, 8, 0, 99, 12, 0, 0, 0, 0, 0, 6, 15, 1143, 2179, 1211, 280, 107
'bali_phy_msa.203.fas', 80.586, 16.476, 13.6, 6.286, 3.714, 56.986, 113, 1.614, 60.319, 7, 1, 3, 1, 3, 2, 100, 13, 0, 0, 0, 0, 0, 6, 20, 1146, 2956, 1142, 280, 107
'bali_phy_msa.204.fas', 73.886, 17.956, 10.171, 3.729, 4.529, 55.457, 128, 1.829, 52.492, 15, 3, 3, 3, 4, 1, 106, 9, 0, 0, 0, 0, 0, 7, 17, 1136, 1853, 1362, 280, 107
'bali_phy_msa.205.fas', 76.629, 17.431, 10.314, 5.586, 5.3, 55.429, 126, 1.8, 56.69, 7, 2, 8, 1, 5, 0, 106, 15, 0, 0, 0, 0, 0, 5, 18, 1149, 2390, 1140, 280, 107
'bali_phy_msa.206.fas', 73.343, 17.857, 11.714, 5.414, 2.8, 53.414, 121, 1.729, 57.901, 6, 1, 6, 2, 7, 1, 102, 13, 0, 0, 0, 0, 0, 4, 21, 1123, 2350, 864, 280, 107
'bali_phy_msa.207.fas', 77.457, 16.961, 12.7, 6.486, 4.757, 53.514, 114, 1.629, 56.509, 8, 1, 9, 0, 7, 1, 90, 13, 0, 0, 0, 0, 0, 9, 21, 1128, 1917, 1660, 280, 107
'bali_phy_msa.208.fas', 70.514, 18.588, 9.543, 7.343, 2.786, 50.843, 118, 1.686, 56.008, 9, 2, 6, 1, 4, 2, 99, 12, 0, 0, 0, 0, 0, 10, 16, 1134, 1901, 1131, 280, 107
'bali_phy_msa.209.fas', 73.0, 18.065, 11.157, 4.714, 2.843, 54.286, 122, 1.743, 55.746, 8, 0, 7, 3, 5, 2, 102, 10, 0, 0, 0, 0, 0, 9, 14, 1132, 1855, 1242, 280, 107
'bali_phy_msa.21.fas', 79.014, 16.803, 10.843, 7.314, 3.743, 57.114, 116, 1.657, 59.543, 9, 1, 4, 3, 7, 3, 96, 11, 0, 0, 0, 0, 0, 8, 14, 1151, 2184, 1531, 280, 107
'bali_phy_msa.210.fas', 69.857, 18.791, 8.457, 6.329, 5.529, 49.543, 119, 1.7, 59.723, 15, 2, 6, 1, 3, 2, 95, 12, 0, 0, 0, 0, 0, 11, 15, 1124, 1791, 1201, 280, 107
'bali_phy_msa.211.fas', 71.286, 18.162, 12.157, 5.414, 2.886, 50.829, 121, 1.729, 54.645, 9, 1, 4, 2, 8, 1, 100, 12, 0, 0, 0, 0, 0, 8, 18, 1117, 1839, 935, 280, 107
'bali_phy_msa.212.fas', 77.4, 17.012, 13.9, 5.471, 5.586, 52.443, 118, 1.686, 58.941, 11, 2, 4, 1, 4, 3, 99, 14, 0, 0, 0, 0, 0, 9, 20, 1133, 2579, 1050, 280, 107
'bali_phy_msa.213.fas', 74.657, 17.57, 9.371, 5.371, 5.586, 54.329, 126, 1.8, 51.913, 13, 3, 5, 0, 8, 0, 100, 15, 0, 0, 0, 0, 0, 6, 17, 1119, 2206, 987, 280, 107
'bali_phy_msa.214.fas', 74.186, 17.641, 12.029, 7.371, 3.7, 51.086, 117, 1.671, 59.598, 9, 1, 5, 2, 3, 1, 100, 15, 0, 0, 0, 0, 0, 6, 15, 1126, 2116, 1139, 280, 107
'bali_phy_msa.215.fas', 72.771, 18.534, 10.243, 7.257, 2.743, 52.529, 115, 1.643, 61.383, 9, 2, 4, 1, 4, 1, 98, 11, 0, 0, 0, 0, 0, 5, 17, 1171, 2145, 1113, 280, 107
'bali_phy_msa.216.fas', 69.3, 18.942, 6.571, 6.543, 2.714, 53.471, 131, 1.871, 53.435, 14, 1, 6, 1, 6, 1, 105, 8, 0, 0, 0, 0, 0, 10, 17, 1134, 1638, 1369, 280, 107
'bali_phy_msa.217.fas', 75.757, 17.486, 11.057, 5.514, 5.557, 53.629, 120, 1.714, 56.033, 10, 2, 6, 1, 6, 0, 98, 10, 0, 0, 0, 0, 0, 5, 20, 1141, 2451, 898, 280, 107
'bali_phy_msa.218.fas', 79.786, 16.516, 11.086, 6.386, 3.714, 58.6, 114, 1.629, 53.982, 8, 0, 8, 2, 8, 2, 90, 9, 0, 0, 0, 0, 0, 8, 20, 1131, 2507, 1351, 280, 107
'bali_phy_msa.219.fas', 75.043, 17.426, 12.929, 5.443, 3.757, 52.914, 119, 1.7, 54.958, 8, 1, 8, 0, 4, 1, 99, 15, 0, 0, 0, 0, 0, 5, 19, 1123, 2235, 1422, 280, 107
'bali_phy_msa.22.fas', 74.929, 17.893, 10.186, 6.486, 4.514, 53.743, 124, 1.771, 56.258, 6, 1, 9, 1, 5, 0, 104, 18, 0, 0, 0, 0, 0, 2, 19, 1160, 2458, 971, 280, 107
'bali_phy_msa.220.fas', 76.914, 17.275, 9.371, 6.586, 1.943, 59.014, 121, 1.729, 56.314, 12, 2, 4, 1, 7, 1, 98, 16, 0, 0, 0, 0, 0, 4, 18, 1136, 2432, 1120, 280, 107
'bali_phy_msa.221.fas', 72.129, 18.574, 9.429, 6.329, 2.843, 53.529, 132, 1.886, 55.742, 9, 3, 4, 1, 8, 1, 111, 11, 0, 0, 0, 0, 0, 4, 18, 1145, 1836, 1273, 280, 107
'bali_phy_msa.222.fas', 73.729, 17.533, 10.186, 8.214, 1.786, 53.543, 127, 1.814, 52.528, 11, 2, 3, 1, 10, 0, 103, 12, 0, 0, 0, 0, 0, 9, 25, 1115, 2007, 1173, 280, 107
'bali_phy_msa.223.fas', 77.557, 16.99, 11.271, 5.471, 3.814, 57.0, 125, 1.786, 54.368, 17, 1, 7, 0, 8, 0, 93, 10, 0, 0, 0, 0, 0, 9, 18, 1137, 2338, 1508, 280, 107
'bali_phy_msa.224.fas', 75.586, 17.38, 14.643, 4.643, 1.943, 54.357, 118, 1.686, 56.042, 7, 0, 5, 2, 9, 1, 97, 7, 0, 0, 0, 0, 0, 8, 23, 1134, 2207, 1311, 280, 107
'bali_phy_msa.225.fas', 77.7, 16.779, 10.329, 7.357, 2.886, 57.129, 127, 1.814, 51.055, 15, 4, 6, 1, 10, 0, 96, 11, 0, 0, 0, 0, 0, 5, 21, 1121, 2454, 1325, 280, 107
'bali_phy_msa.226.fas', 79.186, 16.653, 14.771, 8.229, 5.443, 50.743, 114, 1.629, 60.772, 5, 2, 4, 1, 6, 0, 99, 8, 0, 0, 0, 0, 0, 10, 19, 1141, 2576, 1055, 280, 107
'bali_phy_msa.227.fas', 70.343, 18.605, 12.8, 4.529, 2.8, 50.214, 118, 1.686, 53.042, 6, 1, 8, 0, 5, 0, 99, 19, 0, 0, 0, 0, 0, 7, 18, 1119, 1956, 1249, 280, 107
'bali_phy_msa.228.fas', 78.157, 16.732, 13.843, 6.357, 5.5, 52.457, 119, 1.7, 59.437, 9, 0, 6, 0, 5, 2, 99, 9, 0, 0, 0, 0, 0, 9, 15, 1119, 2569, 1128, 280, 107
'bali_phy_msa.229.fas', 73.914, 17.787, 7.657, 5.5, 3.671, 57.086, 132, 1.886, 53.705, 12, 2, 5, 2, 8, 0, 107, 9, 0, 0, 0, 0, 0, 6, 16, 1127, 2021, 1384, 280, 107
'bali_phy_msa.23.fas', 71.343, 18.666, 12.871, 5.557, 2.786, 50.129, 130, 1.857, 54.015, 8, 1, 8, 1, 4, 1, 110, 9, 0, 0, 0, 0, 0, 9, 13, 1152, 1955, 1157, 280, 107
'bali_phy_msa.230.fas', 76.543, 17.242, 11.186, 7.371, 3.714, 54.271, 127, 1.814, 55.528, 13, 2, 8, 0, 4, 2, 102, 13, 0, 0, 0, 0, 0, 5, 18, 1134, 2212, 1315, 280, 107
'bali_phy_msa.231.fas', 75.886, 17.338, 13.671, 3.757, 1.986, 56.471, 119, 1.7, 56.664, 9, 1, 4, 3, 7, 1, 99, 13, 0, 0, 0, 0, 0, 8, 16, 1132, 2110, 1179, 280, 107
'bali_phy_msa.232.fas', 72.257, 18.236, 4.986, 6.429, 1.914, 58.929, 133, 1.9, 54.391, 11, 2, 6, 1, 7, 1, 109, 12, 0, 0, 0, 0, 2, 7, 10, 1117, 2082, 961, 280, 107
'bali_phy_msa.233.fas', 80.843, 16.436, 10.1, 8.2, 3.714, 58.829, 117, 1.671, 55.402, 15, 1, 2, 2, 4, 0, 96, 12, 0, 0, 0, 0, 0, 10, 13, 1140, 2695, 1064, 280, 107
'bali_phy_msa.234.fas', 75.743, 17.331, 13.0, 5.586, 2.786, 54.371, 121, 1.729, 53.711, 12, 2, 6, 2, 6, 0, 97, 14, 0, 0, 0, 0, 0, 6, 20, 1128, 2317, 1019, 280, 107
'bali_phy_msa.235.fas', 69.4, 18.901, 9.286, 7.229, 1.929, 50.957, 136, 1.943, 52.221, 13, 2, 4, 1, 7, 1, 112, 12, 0, 0, 0, 0, 0, 6, 18, 1122, 1828, 879, 280, 107
'bali_phy_msa.236.fas', 74.671, 17.299, 8.586, 9.029, 1.029, 56.029, 114, 1.629, 56.57, 11, 3, 3, 1, 6, 0, 94, 8, 0, 0, 0, 0, 0, 7, 24, 1099, 1929, 1464, 280, 107
'bali_phy_msa.237.fas', 73.5, 17.656, 11.114, 5.629, 2.057, 54.7, 122, 1.743, 52.197, 8, 4, 3, 1, 10, 1, 101, 13, 0, 0, 0, 0, 0, 9, 23, 1108, 1807, 1560, 280, 107
'bali_phy_msa.238.fas', 75.943, 17.628, 11.2, 6.4, 1.014, 57.329, 125, 1.786, 54.68, 11, 1, 7, 1, 6, 0, 101, 13, 0, 0, 0, 0, 0, 4, 15, 1151, 2292, 1144, 280, 107
'bali_phy_msa.239.fas', 78.271, 16.784, 10.143, 8.3, 3.657, 56.171, 120, 1.714, 59.333, 14, 1, 4, 2, 5, 1, 97, 5, 0, 0, 0, 0, 0, 7, 21, 1128, 2196, 1576, 280, 107
'bali_phy_msa.24.fas', 78.229, 16.947, 8.557, 7.171, 3.657, 58.843, 123, 1.757, 61.545, 9, 2, 8, 0, 6, 1, 100, 10, 0, 0, 0, 0, 0, 8, 12, 1135, 2562, 1320, 280, 107
'bali_phy_msa.240.fas', 78.171, 16.844, 11.043, 9.057, 6.343, 51.729, 126, 1.8, 52.841, 8, 2, 5, 1, 7, 2, 106, 8, 0, 0, 0, 0, 0, 7, 20, 1133, 2455, 1116, 280, 107
'bali_phy_msa.241.fas', 76.743, 16.832, 12.743, 7.457, 2.043, 54.5, 122, 1.743, 53.025, 5, 4, 6, 1, 11, 0, 100, 11, 0, 0, 0, 0, 0, 9, 20, 1107, 2312, 1205, 280, 107
'bali_phy_msa.242.fas', 70.657, 18.678, 9.429, 6.5, 3.671, 51.057, 124, 1.771, 56.734, 7, 4, 4, 3, 5, 0, 108, 9, 0, 0, 0, 0, 0, 7, 14, 1140, 1685, 1307, 280, 107
'bali_phy_msa.243.fas', 66.971, 19.512, 8.614, 5.529, 2.9, 49.929, 129, 1.843, 51.853, 12, 4, 5, 1, 7, 0, 105, 10, 0, 0, 0, 0, 0, 9, 10, 1107, 1538, 1190, 280, 107
'bali_phy_msa.244.fas', 79.471, 16.782, 14.114, 6.343, 4.614, 54.4, 120, 1.714, 58.908, 9, 1, 2, 1, 6, 1, 103, 12, 0, 0, 0, 0, 0, 5, 22, 1144, 2234, 1607, 280, 107
'bali_phy_msa.245.fas', 73.843, 18.062, 9.243, 6.471, 3.757, 54.371, 123, 1.757, 56.398, 11, 4, 6, 1, 8, 1, 98, 10, 0, 0, 0, 0, 0, 7, 16, 1151, 2211, 884, 280, 107
'bali_phy_msa.246.fas', 76.5, 17.225, 5.771, 8.943, 5.586, 56.2, 119, 1.7, 56.95, 13, 1, 3, 1, 8, 1, 95, 11, 0, 0, 0, 0, 0, 4, 24, 1130, 2317, 1150, 280, 107
'bali_phy_msa.247.fas', 79.314, 16.513, 13.686, 6.286, 3.671, 55.671, 111, 1.586, 58.243, 5, 1, 2, 1, 7, 1, 97, 13, 0, 0, 0, 0, 0, 3, 21, 1116, 2487, 1351, 280, 107
'bali_phy_msa.248.fas', 77.571, 17.116, 8.386, 11.443, 3.871, 53.871, 121, 1.729, 55.207, 12, 3, 3, 2, 7, 3, 99, 13, 0, 0, 0, 0, 0, 9, 17, 1143, 2222, 1257, 280, 107
'bali_phy_msa.249.fas', 77.529, 16.971, 9.443, 6.343, 5.529, 56.214, 128, 1.829, 51.352, 18, 1, 6, 2, 7, 0, 97, 12, 0, 0, 0, 0, 0, 7, 17, 1130, 2524, 1061, 280, 107
'bali_phy_msa.25.fas', 75.629, 17.212, 13.857, 5.5, 2.771, 53.5, 125, 1.786, 55.408, 11, 1, 5, 2, 6, 0, 103, 10, 0, 0, 0, 0, 0, 5, 20, 1116, 2129, 1449, 280, 107
'bali_phy_msa.250.fas', 69.6, 18.818, 5.843, 7.257, 4.486, 52.014, 134, 1.914, 51.545, 12, 3, 9, 0, 5, 0, 108, 11, 0, 0, 0, 0, 0, 9, 13, 1119, 1647, 1396, 280, 107
'bali_phy_msa.251.fas', 75.686, 17.529, 12.057, 5.5, 2.814, 55.314, 128, 1.829, 56.398, 8, 3, 8, 1, 8, 0, 104, 11, 0, 0, 0, 0, 0, 8, 21, 1149, 2448, 1015, 280, 107
'bali_phy_msa.252.fas', 79.643, 16.508, 14.843, 4.543, 7.371, 52.886, 116, 1.657, 54.81, 4, 2, 6, 1, 7, 2, 99, 14, 0, 0, 0, 0, 0, 10, 18, 1130, 2552, 1330, 280, 107
'bali_phy_msa.253.fas', 78.314, 16.992, 11.157, 8.214, 5.443, 53.5, 114, 1.629, 57.579, 8, 4, 5, 1, 8, 1, 93, 15, 0, 0, 0, 0, 0, 5, 17, 1146, 2633, 1022, 280, 107
'bali_phy_msa.254.fas', 80.257, 16.481, 9.343, 7.471, 1.957, 61.486, 115, 1.643, 57.148, 11, 1, 5, 1, 7, 0, 92, 13, 0, 0, 0, 0, 0, 8, 22, 1136, 2397, 1385, 280, 107
'bali_phy_msa.255.fas', 78.229, 16.806, 12.1, 7.286, 2.829, 56.014, 120, 1.714, 54.567, 11, 2, 5, 2, 10, 0, 94, 6, 0, 0, 0, 0, 0, 8, 19, 1123, 2574, 941, 280, 107
'bali_phy_msa.256.fas', 76.629, 17.079, 12.071, 7.186, 4.614, 52.757, 117, 1.671, 55.179, 11, 1, 3, 1, 7, 1, 96, 12, 0, 0, 0, 0, 0, 10, 18, 1118, 2379, 1223, 280, 107
'bali_phy_msa.257.fas', 75.629, 17.463, 11.971, 6.286, 1.971, 55.4, 118, 1.686, 54.271, 11, 0, 5, 1, 9, 2, 93, 12, 0, 0, 0, 0, 0, 5, 21, 1142, 2339, 866, 280, 107
'bali_phy_msa.258.fas', 80.157, 16.289, 14.714, 5.5, 7.386, 52.557, 118, 1.686, 52.271, 9, 2, 4, 2, 7, 2, 98, 12, 0, 0, 0, 0, 0, 6, 20, 1118, 2501, 1271, 280, 107
'bali_phy_msa.259.fas', 75.686, 17.463, 12.986, 8.171, 3.7, 50.829, 126, 1.8, 56.349, 7, 2, 4, 1, 8, 0, 107, 12, 0, 0, 0, 0, 0, 7, 17, 1142, 2270, 1259, 280, 107
'bali_phy_msa.26.fas', 73.843, 17.669, 11.029, 4.814, 3.643, 54.357, 115, 1.643, 54.296, 10, 1, 4, 2, 4, 2, 97, 14, 0, 0, 0, 0, 0, 8, 15, 1121, 2126, 1097, 280, 107
'bali_phy_msa.260.fas', 77.429, 17.303, 11.157, 7.386, 3.714, 55.171, 121, 1.729, 53.802, 14, 2, 6, 1, 9, 0, 92, 12, 0, 0, 0, 0, 0, 3, 20, 1153, 2319, 1344, 280, 107
'bali_phy_msa.261.fas', 71.443, 18.528, 11.214, 3.729, 5.586, 50.914, 131, 1.871, 58.092, 15, 0, 5, 3, 4, 2, 107, 13, 0, 0, 0, 0, 0, 10, 16, 1141, 1867, 1354, 280, 107
'bali_phy_msa.262.fas', 73.029, 17.989, 13.786, 4.643, 4.386, 50.214, 126, 1.8, 52.333, 11, 4, 8, 1, 5, 1, 102, 11, 0, 0, 0, 0, 0, 10, 16, 1118, 1834, 1076, 280, 107
'bali_phy_msa.263.fas', 78.429, 16.75, 12.986, 7.386, 2.0, 56.057, 113, 1.614, 58.805, 6, 5, 8, 2, 9, 2, 90, 9, 0, 0, 0, 0, 0, 9, 14, 1133, 2408, 1600, 280, 107
'bali_phy_msa.264.fas', 76.329, 17.788, 10.371, 6.343, 4.571, 55.043, 123, 1.757, 53.854, 8, 0, 6, 1, 6, 0, 103, 13, 0, 0, 0, 0, 0, 6, 9, 1172, 2315, 1066, 280, 107
'bali_phy_msa.265.fas', 73.114, 17.763, 12.929, 3.829, 4.7, 51.657, 123, 1.757, 54.455, 10, 3, 6, 1, 7, 0, 100, 10, 0, 0, 0, 0, 0, 7, 19, 1120, 2022, 1265, 280, 107
'bali_phy_msa.266.fas', 70.686, 18.571, 10.243, 3.8, 1.2, 55.443, 133, 1.9, 52.474, 10, 1, 11, 2, 7, 1, 105, 11, 0, 0, 0, 0, 0, 7, 19, 1118, 1956, 1092, 280, 107
'bali_phy_msa.267.fas', 75.714, 17.351, 12.857, 3.857, 2.8, 56.2, 113, 1.614, 56.735, 6, 2, 8, 1, 5, 1, 94, 12, 0, 0, 0, 0, 0, 8, 17, 1124, 2327, 1207, 280, 107
'bali_phy_msa.268.fas', 74.571, 18.006, 4.086, 7.486, 6.343, 56.657, 125, 1.786, 59.608, 15, 2, 7, 1, 5, 0, 98, 11, 0, 0, 0, 0, 0, 8, 16, 1155, 2164, 1333, 280, 107
'bali_phy_msa.269.fas', 75.329, 17.373, 8.357, 8.886, 1.9, 56.186, 120, 1.714, 56.35, 12, 2, 1, 1, 6, 1, 101, 13, 0, 0, 0, 0, 0, 6, 17, 1121, 2110, 1220, 280, 107
'bali_phy_msa.27.fas', 75.543, 17.748, 10.0, 9.743, 3.871, 51.929, 124, 1.771, 56.556, 11, 3, 3, 0, 8, 1, 102, 16, 0, 0, 0, 0, 0, 5, 21, 1149, 2427, 1008, 280, 107
'bali_phy_msa.270.fas', 74.514, 17.791, 12.014, 7.171, 1.971, 53.357, 112, 1.6, 63.161, 3, 3, 1, 1, 4, 2, 104, 12, 0, 0, 0, 0, 0, 9, 16, 1143, 2014, 1595, 280, 107
'bali_phy_msa.271.fas', 72.843, 18.049, 12.886, 6.457, 2.029, 51.471, 112, 1.6, 63.196, 10, 1, 6, 1, 6, 1, 90, 10, 0, 0, 0, 0, 0, 5, 20, 1138, 2270, 922, 280, 107
'bali_phy_msa.272.fas', 75.043, 17.466, 10.014, 7.429, 2.9, 54.7, 115, 1.643, 56.426, 11, 2, 8, 2, 6, 1, 90, 15, 0, 0, 0, 0, 0, 6, 17, 1119, 2229, 1128, 280, 107
'bali_phy_msa.273.fas', 74.871, 17.666, 11.314, 6.343, 2.943, 54.271, 117, 1.671, 55.376, 11, 1, 5, 2, 6, 2, 95, 13, 0, 0, 0, 0, 0, 10, 20, 1130, 2196, 1167, 280, 107
'bali_phy_msa.274.fas', 75.0, 17.316, 8.3, 7.271, 3.714, 55.714, 120, 1.714, 54.617, 9, 2, 2, 2, 6, 0, 103, 16, 0, 0, 0, 0, 0, 4, 24, 1120, 2199, 1331, 280, 107
'bali_phy_msa.275.fas', 73.571, 17.802, 11.3, 6.314, 2.971, 52.986, 127, 1.814, 56.268, 8, 3, 4, 1, 6, 2, 109, 9, 0, 0, 0, 0, 0, 9, 20, 1123, 2041, 1223, 280, 107
'bali_phy_msa.276.fas', 73.443, 18.024, 9.429, 6.343, 4.586, 53.086, 127, 1.814, 52.465, 9, 2, 5, 0, 5, 1, 108, 10, 0, 0, 0, 0, 0, 5, 19, 1138, 1835, 1413, 280, 107
'bali_phy_msa.277.fas', 75.543, 17.893, 12.729, 7.3, 3.671, 51.843, 122, 1.743, 57.123, 8, 0, 7, 2, 5, 1, 102, 13, 0, 0, 0, 0, 0, 5, 16, 1173, 2309, 1161, 280, 107
'bali_phy_msa.278.fas', 75.986, 17.342, 12.743, 4.514, 4.6, 54.129, 120, 1.714, 56.4, 8, 1, 5, 1, 7, 1, 100, 12, 0, 0, 0, 0, 0, 8, 20, 1126, 2288, 1237, 280, 107
'bali_phy_msa.279.fas', 79.1, 16.381, 11.0, 6.457, 5.543, 56.1, 113, 1.614, 56.46, 8, 0, 4, 2, 7, 1, 94, 9, 0, 0, 0, 0, 0, 11, 21, 1117, 2569, 1369, 280, 107
'bali_phy_msa.28.fas', 75.0, 17.343, 12.257, 4.457, 4.614, 53.671, 130, 1.857, 50.877, 11, 5, 8, 2, 10, 0, 101, 9, 0, 0, 0, 0, 0, 10, 21, 1115, 1920, 1551, 280, 107
'bali_phy_msa.280.fas', 73.743, 18.194, 7.486, 5.586, 4.529, 56.143, 125, 1.786, 57.336, 11, 2, 4, 1, 6, 1, 104, 10, 0, 0, 0, 0, 0, 8, 13, 1154, 1894, 1199, 280, 107
'bali_phy_msa.281.fas', 76.571, 16.987, 14.657, 6.457, 1.871, 53.586, 116, 1.657, 55.216, 7, 2, 3, 3, 5, 1, 101, 13, 0, 0, 0, 0, 0, 9, 25, 1119, 2559, 1080, 280, 107
'bali_phy_msa.282.fas', 72.0, 18.496, 8.543, 7.243, 3.757, 52.457, 121, 1.729, 59.298, 10, 3, 3, 1, 5, 2, 103, 11, 0, 0, 0, 0, 0, 8, 14, 1148, 1892, 1550, 280, 107
'bali_phy_msa.283.fas', 78.114, 17.074, 10.2, 9.943, 3.657, 54.314, 118, 1.686, 58.449, 10, 3, 3, 2, 4, 1, 101, 12, 0, 0, 0, 0, 0, 8, 19, 1136, 2258, 1564, 280, 107
'bali_phy_msa.284.fas', 74.557, 17.701, 11.314, 4.471, 2.814, 55.957, 124, 1.771, 51.605, 10, 2, 7, 0, 7, 1, 100, 12, 0, 0, 0, 0, 0, 6, 19, 1136, 2076, 1416, 280, 107
'bali_phy_msa.285.fas', 68.5, 19.324, 10.286, 7.386, 3.6, 47.229, 127, 1.814, 53.134, 9, 1, 7, 3, 5, 1, 106, 11, 0, 0, 0, 0, 0, 8, 21, 1150, 1955, 763, 280, 107
'bali_phy_msa.286.fas', 79.2, 16.966, 12.957, 8.171, 4.6, 53.471, 117, 1.671, 58.983, 8, 3, 4, 1, 7, 1, 98, 10, 0, 0, 0, 0, 0, 8, 15, 1162, 2492, 1012, 280, 107
'bali_phy_msa.287.fas', 76.629, 16.857, 11.157, 3.814, 3.586, 58.071, 125, 1.786, 50.928, 11, 0, 8, 1, 7, 1, 99, 9, 0, 0, 0, 0, 0, 7, 20, 1111, 2403, 1176, 280, 107
'bali_phy_msa.288.fas', 78.0, 17.394, 16.414, 4.771, 2.929, 53.886, 122, 1.743, 59.869, 6, 0, 6, 2, 8, 0, 102, 11, 0, 0, 0, 0, 0, 9, 12, 1158, 2561, 1253, 280, 107
'bali_phy_msa.289.fas', 74.757, 17.707, 10.214, 7.257, 2.057, 55.229, 104, 1.486, 65.529, 5, 4, 5, 0, 6, 3, 88, 8, 0, 0, 0, 0, 0, 10, 15, 1137, 1950, 1683, 280, 107
'bali_phy_msa.29.fas', 76.614, 17.121, 10.243, 8.086, 4.586, 53.7, 120, 1.714, 58.058, 9, 3, 7, 1, 5, 2, 99, 10, 0, 0, 0, 0, 0, 6, 22, 1127, 2098, 1436, 280, 107
'bali_phy_msa.290.fas', 74.371, 18.108, 9.129, 7.271, 6.371, 51.6, 120, 1.714, 63.108, 11, 3, 2, 2, 4, 1, 103, 9, 0, 0, 0, 0, 0, 6, 16, 1163, 2039, 1566, 280, 107
'bali_phy_msa.291.fas', 76.271, 17.237, 13.529, 7.3, 3.7, 51.743, 124, 1.771, 56.96, 5, 2, 0, 3, 9, 2, 110, 8, 0, 0, 0, 0, 0, 9, 21, 1136, 2255, 1421, 280, 107
'bali_phy_msa.292.fas', 70.614, 18.519, 9.386, 5.571, 3.671, 51.986, 130, 1.857, 55.131, 12, 2, 8, 2, 4, 1, 106, 12, 0, 0, 0, 0, 0, 6, 20, 1126, 1717, 1224, 280, 107
'bali_phy_msa.293.fas', 80.371, 16.37, 14.8, 5.557, 4.543, 55.471, 115, 1.643, 55.217, 6, 3, 4, 0, 7, 0, 98, 11, 0, 0, 0, 0, 0, 8, 14, 1128, 2310, 1352, 280, 107
'bali_phy_msa.294.fas', 69.543, 18.862, 8.571, 5.543, 3.714, 51.714, 127, 1.814, 57.472, 9, 3, 7, 4, 5, 2, 106, 9, 0, 0, 0, 0, 0, 9, 15, 1134, 1764, 1154, 280, 107
'bali_phy_msa.295.fas', 82.571, 16.14, 13.6, 6.257, 3.971, 58.743, 109, 1.557, 61.651, 11, 1, 7, 0, 6, 1, 85, 14, 0, 0, 0, 0, 0, 7, 22, 1144, 2980, 1062, 280, 107
'bali_phy_msa.296.fas', 77.043, 17.039, 12.243, 4.7, 2.814, 57.286, 123, 1.757, 59.528, 6, 3, 4, 0, 7, 1, 106, 8, 0, 0, 0, 0, 0, 7, 23, 1134, 2245, 1253, 280, 107
'bali_phy_msa.297.fas', 79.357, 16.63, 12.929, 4.557, 3.729, 58.143, 126, 1.8, 53.452, 7, 1, 3, 2, 7, 1, 109, 11, 0, 0, 0, 0, 0, 8, 17, 1134, 2457, 1500, 280, 107
'bali_phy_msa.298.fas', 73.986, 17.554, 9.4, 7.271, 2.757, 54.557, 119, 1.7, 55.252, 13, 3, 3, 3, 6, 1, 97, 10, 0, 0, 0, 0, 0, 7, 14, 1116, 2130, 1320, 280, 107
'bali_phy_msa.299.fas', 77.114, 17.269, 10.4, 4.614, 5.371, 56.729, 127, 1.814, 54.866, 12, 3, 7, 2, 5, 0, 103, 10, 0, 0, 0, 0, 0, 8, 21, 1136, 2238, 1444, 280, 107
'bali_phy_msa.3.fas', 77.586, 17.603, 10.3, 4.671, 4.629, 57.986, 128, 1.829, 54.5, 13, 3, 9, 1, 6, 0, 100, 10, 0, 0, 0, 0, 0, 4, 26, 1222, 2580, 1019, 280, 107
