code,taxa_num,constant_sites_pct,n_unique_sites,pypythia_msa_difficulty,entropy_mean,entropy_median,entropy_var,entropy_pct_25,entropy_pct_75,entropy_min,entropy_max,av_gaps,msa_len,seq_max_len,seq_min_len,total_gaps,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_three_plus,avg_unique_gap,num_unique_gaps,gaps_1seq_len1,gaps_2seq_len1,gaps_all_except_1_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_all_except_1_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_all_except_1_len3,gaps_1seq_len3plus,gaps_2seq_len3plus,gaps_all_except_1_len3plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,msa_path,sp_score,normalized_sp_score,score
TNKS,40,0.867864015,844,-1,0.105120711,0.105120711,0.119278355,0,0,0,2.486545003,3.806245461,1559,963,860,6885,3067,1127,893,1798,5.102409639,166,63,10,30,32,8,7,16,3,5,55,10,9,494,178,86,486,/Users/kpolonsky/Downloads/TEST//MSAs//TNKS_TRUE.fas,3744981.5,1.0001,0.0253
NIPAL3,40,0.755364807,365,-1,0.194663258,0.194663258,0.193968065,0,0,0,2.134931953,3.135453475,466,302,229,2547,1128,615,290,514,6.76056338,71,24,7,6,11,5,1,8,1,0,28,8,1,93,67,52,125,/Users/kpolonsky/Downloads/TEST//MSAs//NIPAL3_TRUE.fas,969981.5,0.9991,0.0371
RSPRY1,40,0.829007634,417,-1,0.110007916,0.110007916,0.100310558,0,0,0,2.107492217,3.579462103,655,429,385,2863,1467,458,263,675,6.357142857,56,19,3,12,12,2,4,5,0,2,20,0,3,211,115,16,204,/Users/kpolonsky/Downloads/TEST//MSAs//RSPRY1_TRUE.fas,1678671.5,1.0018,0.0211
CDNF,40,0.649819495,242,-1,0.223290484,0.223290484,0.164303476,0,0.286835983,0,1.733052191,4.204735376,277,134,110,1436,535,137,161,603,5.841269841,63,22,0,4,9,0,1,3,0,0,29,4,2,28,34,32,110,/Users/kpolonsky/Downloads/TEST//MSAs//CDNF_TRUE.fas,425048.5,0.9945,0.0517
GTF2E2,40,0.727598566,215,-1,0.164715168,0.164715168,0.130871372,0,0.116906849,0,1.680972743,2.525537634,279,203,168,1488,939,120,153,276,5.28125,32,12,3,10,9,1,0,3,1,1,8,0,4,106,44,30,81,/Users/kpolonsky/Downloads/TEST//MSAs//GTF2E2_TRUE.fas,760760.5,0.9965,0.0233
FAM105B,40,0.774193548,353,-1,0.155407956,0.155407956,0.132195313,0,0,0,2.19374929,4.450068399,465,249,204,2193,1067,205,164,757,7.474576271,59,11,1,11,14,2,0,7,3,1,27,3,2,96,84,18,204,/Users/kpolonsky/Downloads/TEST//MSAs//FAM105B_TRUE.fas,832139,0.9952,0.0395
GFM2,40,0.755364807,657,-1,0.160108173,0.160108173,0.134346545,0,0,0,2.225107472,3.408150852,932,557,490,4932,2074,859,714,1285,6.451327434,113,36,4,18,19,0,7,11,0,7,47,11,5,234,119,52,344,/Users/kpolonsky/Downloads/TEST//MSAs//GFM2_TRUE.fas,1960165,0.9977,0.0248
ELMOD1,40,0.806818182,241,-1,0.113981402,0.113981402,0.091856463,0,0,0,1.897540052,3.352232459,352,253,205,1411,728,243,196,244,4.244444444,45,16,6,5,11,1,2,5,2,0,13,2,2,129,65,15,99,/Users/kpolonsky/Downloads/TEST//MSAs//ELMOD1_TRUE.fas,1009940,1.0021,0.0148
PDHX,40,0.739185751,574,-1,0.176905518,0.176905518,0.142739229,0,0.116906849,0,1.961821229,3.740012818,786,397,308,4681,2206,598,476,1401,6.274647887,142,42,2,15,25,1,4,17,4,3,58,5,4,131,114,51,361,/Users/kpolonsky/Downloads/TEST//MSAs//PDHX_TRUE.fas,1259129,0.9927,0.0474
RANBP9,40,0.858391608,349,-1,0.093128672,0.093128672,0.086479306,0,0,0,1.932197411,4.095853527,572,414,345,1857,520,429,275,633,4.060606061,66,28,2,4,10,1,4,8,0,4,20,2,5,214,94,28,149,/Users/kpolonsky/Downloads/TEST//MSAs//RANBP9_TRUE.fas,1631382.5,1.0005,0.0139
GATM,40,0.829787234,278,-1,0.126463306,0.126463306,0.124961936,0,0,0,2.127914,2.606698154,423,296,257,2329,1339,282,158,550,4.596774194,62,19,3,14,11,2,3,7,0,1,25,2,1,144,85,26,115,/Users/kpolonsky/Downloads/TEST//MSAs//GATM_TRUE.fas,1154617,1.0009,0.0273
SEC22A,40,0.80058651,224,-1,0.0979775,0.0979775,0.064098009,0,0,0,1.60952741,3.140961857,341,216,175,1809,973,360,118,358,4.615384615,39,11,1,13,11,1,4,6,0,0,11,0,5,109,70,15,127,/Users/kpolonsky/Downloads/TEST//MSAs//SEC22A_TRUE.fas,886286.5,1.0088,0.0279
CPB2,40,0.718095238,418,-1,0.18397715,0.18397715,0.142889686,0,0.119246926,0,1.908390573,3.019323671,525,298,250,3312,1525,776,171,840,5.550561798,89,26,3,5,13,4,2,15,1,2,35,7,2,89,84,41,184,/Users/kpolonsky/Downloads/TEST//MSAs//CPB2_TRUE.fas,938605.5,0.9944,0.0446
SLC51A,40,0.74573055,409,-1,0.18755364,0.18755364,0.164858672,0,0.118076888,0,2.092030199,4.219839142,527,233,188,2984,1514,511,204,755,8.939393939,99,24,2,5,13,2,0,12,2,0,50,8,1,35,61,59,236,/Users/kpolonsky/Downloads/TEST//MSAs//SLC51A_TRUE.fas,678047.5,0.988,0.0686
WLS,40,0.845410628,430,-1,0.112287665,0.112287665,0.117344165,0,0,0,2.651336847,3.064637759,621,384,312,3713,1707,447,543,1016,5.02970297,101,31,2,17,17,0,3,8,1,1,45,4,4,165,96,46,218,/Users/kpolonsky/Downloads/TEST//MSAs//WLS_TRUE.fas,1359211,0.9958,0.0252
IKZF2,40,0.856796117,185,-1,0.075118863,0.075118863,0.056148176,0,0,0,1.518179867,2.483576642,412,358,320,1096,583,235,87,191,2.782608696,23,14,0,8,6,1,1,0,0,1,3,1,4,280,45,2,56,/Users/kpolonsky/Downloads/TEST//MSAs//IKZF2_TRUE.fas,1616714.5,0.9998,0.0029
PCSK2,40,0.871882086,525,-1,0.109671937,0.109671937,0.126660216,0,0,0,2.632673538,4.367119302,882,491,395,4124,1850,589,347,1338,5.971153846,104,37,5,16,18,2,3,8,0,0,41,2,9,200,119,41,321,/Users/kpolonsky/Downloads/TEST//MSAs//PCSK2_TRUE.fas,1720061,0.9965,0.026
NRP1,40,0.812891674,717,-1,0.131512661,0.131512661,0.132534012,0,0,0,2.315506412,3.618889084,1117,655,550,5707,2796,858,753,1300,6.449612403,129,41,4,27,24,3,5,14,3,8,50,12,4,287,159,69,326,/Users/kpolonsky/Downloads/TEST//MSAs//NRP1_TRUE.fas,2356849.5,0.9941,0.0284
MTMR2,40,0.826829268,557,-1,0.124836327,0.124836327,0.12909803,0,0,0,2.297337177,3.53307393,820,479,408,4369,2070,525,525,1249,7.513513514,111,34,7,12,15,2,3,7,2,3,55,2,5,168,166,43,341,/Users/kpolonsky/Downloads/TEST//MSAs//MTMR2_TRUE.fas,1758204.5,0.9988,0.0218
NAA15,40,0.860798362,529,-1,0.083714134,0.083714134,0.071502845,0,0,0,2.136408952,3.7535143,977,627,563,4126,1979,675,279,1193,5,99,38,5,23,14,1,8,11,1,5,36,0,14,361,149,44,322,/Users/kpolonsky/Downloads/TEST//MSAs//NAA15_TRUE.fas,2602885.5,0.9994,0.022
ACMSD,40,0.778846154,317,-1,0.120834495,0.120834495,0.092427982,0,0,0,1.863843989,3.685537583,416,264,196,2102,1042,464,83,513,6.62962963,54,16,4,6,6,1,1,6,0,1,26,2,4,73,77,35,171,/Users/kpolonsky/Downloads/TEST//MSAs//ACMSD_TRUE.fas,916478.5,0.9922,0.0276
ITGBL1,40,0.806451613,471,-1,0.143672252,0.143672252,0.151528011,0,0,0,2.341880546,3.732024073,620,357,280,3157,1262,571,270,1054,6.782608696,92,26,9,6,19,3,2,9,2,0,38,7,4,106,116,59,214,/Users/kpolonsky/Downloads/TEST//MSAs//ITGBL1_TRUE.fas,1261635,0.9943,0.0277
IL10,40,0.664233577,243,-1,0.238655412,0.238655412,0.191429276,0,0.324869531,0,2.261333471,3.246490736,274,151,106,1781,805,303,119,554,5.105263158,57,21,4,5,10,1,1,5,1,0,21,3,1,44,33,21,91,/Users/kpolonsky/Downloads/TEST//MSAs//IL10_TRUE.fas,403851.5,0.9909,0.1076
FNBP1L,40,0.871794872,313,-1,0.090856182,0.090856182,0.100124612,0,0,0,2.334834364,2.798990749,585,440,390,2378,1072,471,283,552,4.340909091,44,20,2,16,4,0,7,3,2,4,17,2,7,266,88,18,147,/Users/kpolonsky/Downloads/TEST//MSAs//FNBP1L_TRUE.fas,1940450,0.9986,0.008
APPL2,40,0.814064362,614,-1,0.152923487,0.152923487,0.16484597,0,0,0,2.490853781,3.615333333,839,468,398,4500,2359,542,389,1210,6.820143885,139,48,9,16,18,4,1,10,3,2,63,5,3,137,130,73,273,/Users/kpolonsky/Downloads/TEST//MSAs//APPL2_TRUE.fas,1589752.5,0.9996,0.0392
CMSS1,40,0.739273927,234,-1,0.168020275,0.168020275,0.135029444,0,0.118076888,0,1.655218874,2.488804192,303,200,153,2099,1364,336,115,284,3.818181818,33,8,0,13,9,2,3,3,1,0,13,3,3,107,17,11,99,/Users/kpolonsky/Downloads/TEST//MSAs//CMSS1_TRUE.fas,680175.5,0.9982,0.0279
CLCN3,40,0.814061055,721,-1,0.12886221,0.12886221,0.11893334,0,0,0,2.304895919,4.11506321,1081,654,549,4667,1908,999,367,1393,7.085526316,152,52,4,8,20,0,6,12,3,3,68,3,7,195,232,90,374,/Users/kpolonsky/Downloads/TEST//MSAs//CLCN3_TRUE.fas,2427695,0.9995,0.0207
COMMD10,40,0.77734375,203,-1,0.117674976,0.117674976,0.082520998,0,0,0,1.532800696,2.92433414,256,148,113,1652,868,350,43,391,6.685714286,35,12,0,3,4,0,6,4,1,0,15,3,1,56,42,15,101,/Users/kpolonsky/Downloads/TEST//MSAs//COMMD10_TRUE.fas,513846.5,0.9925,0.0206
NDC1,40,0.75862069,716,-1,0.142456733,0.142456733,0.107131534,0,0,0,1.951829905,4.153462158,1131,524,398,6210,2750,986,625,1849,8.079646018,226,71,10,8,32,4,1,18,2,1,105,9,7,97,140,85,501,/Users/kpolonsky/Downloads/TEST//MSAs//NDC1_TRUE.fas,1776817,1.0099,0.0606
NCAPD2,40,0.77302799,1246,-1,0.149893783,0.149893783,0.123431927,0,0,0,2.525394425,4.244108086,1965,989,869,9844,3769,1775,1027,3273,7.697674419,301,93,16,22,46,4,4,25,5,3,137,16,9,248,295,182,760,/Users/kpolonsky/Downloads/TEST//MSAs//NCAPD2_TRUE.fas,3418424.5,1.0013,0.0416
BAG3,40,0.702439024,637,-1,0.191858562,0.191858562,0.146305848,0,0.139060798,0,1.894738134,4.353831599,820,399,320,4228,1502,840,545,1341,8.206451613,155,47,4,8,26,6,4,9,0,1,73,11,2,97,70,63,375,/Users/kpolonsky/Downloads/TEST//MSAs//BAG3_TRUE.fas,1169369,0.9941,0.0564
AGPS,40,0.803230543,436,-1,0.09880891,0.09880891,0.075706611,0,0,0,2.166932978,3.545679887,681,456,405,2824,1389,438,233,764,5.256756757,74,28,6,18,12,1,2,9,0,1,25,3,8,245,114,26,230,/Users/kpolonsky/Downloads/TEST//MSAs//AGPS_TRUE.fas,1846325,0.9962,0.0165
TLR3,40,0.766738661,843,-1,0.147559029,0.147559029,0.120504498,0,0,0,2.310802571,5.233222801,1389,643,499,6333,2628,822,634,2249,8.124463519,233,68,10,11,40,2,3,20,3,2,105,9,7,106,214,126,663,/Users/kpolonsky/Downloads/TEST//MSAs//TLR3_TRUE.fas,2030815,1.0047,0.0553
MMP16,40,0.809187279,372,-1,0.112684468,0.112684468,0.091796922,0,0,0,2.101303966,2.784857261,566,414,374,2417,1437,332,126,522,5.358208955,67,22,4,12,12,2,2,8,1,2,25,2,5,208,124,55,119,/Users/kpolonsky/Downloads/TEST//MSAs//MMP16_TRUE.fas,1778533,0.9993,0.0104
RAB3GAP1,40,0.751690821,669,-1,0.144161173,0.144161173,0.106849137,0,0,0,2.110484024,3.226810415,1035,665,600,4916,2574,867,350,1125,5.714285714,126,51,11,20,18,2,6,10,3,0,47,3,7,305,221,55,332,/Users/kpolonsky/Downloads/TEST//MSAs//RAB3GAP1_TRUE.fas,2658495.5,0.9992,0.0203
KIAA0100,40,0.787926303,1487,-1,0.133061359,0.133061359,0.112236841,0,0,0,2.434897741,3.635305038,2551,1533,1412,11851,5362,2334,915,3240,6.18705036,278,95,15,46,39,3,19,33,4,7,111,11,21,717,413,161,824,/Users/kpolonsky/Downloads/TEST//MSAs//KIAA0100_TRUE.fas,6054996.5,0.9983,0.0181
EFNB2,40,0.889937107,192,-1,0.090002428,0.090002428,0.104200847,0,0,0,2.333103827,3.146537842,318,236,203,1242,535,310,75,322,5.611111111,36,10,1,5,7,1,1,3,0,1,16,3,2,134,55,25,71,/Users/kpolonsky/Downloads/TEST//MSAs//EFNB2_TRUE.fas,974279,1,0.0085
GLRA3,40,0.850091408,360,-1,0.10400495,0.10400495,0.119951349,0,0,0,2.432632121,3.534828808,547,347,303,2541,1289,303,264,685,6.03030303,66,21,3,10,12,1,3,5,0,1,28,3,5,166,91,29,196,/Users/kpolonsky/Downloads/TEST//MSAs//GLRA3_TRUE.fas,1382378.5,0.9956,0.0139
DCN,40,0.756152125,342,-1,0.167548302,0.167548302,0.151115041,0,0,0,1.983557801,4.098288509,447,276,207,2045,874,384,159,628,6.121212121,66,20,4,8,13,1,3,5,2,1,28,8,1,110,59,34,154,/Users/kpolonsky/Downloads/TEST//MSAs//DCN_TRUE.fas,902545,0.9952,0.0391
UTP11L,40,0.733590734,197,-1,0.162709896,0.162709896,0.1154483,0,0.118076888,0,1.701829398,3.459095284,259,198,152,1039,532,182,93,232,5.375,24,7,1,1,7,0,2,4,0,0,6,1,0,101,48,7,48,/Users/kpolonsky/Downloads/TEST//MSAs//UTP11L_TRUE.fas,682884.5,1.0001,0.0145
OLFML2A,40,0.790401567,740,-1,0.157212245,0.157212245,0.155391561,0,0,0,2.470002726,3.819919517,1021,486,402,5964,2534,995,710,1725,7.261780105,191,49,9,10,27,4,2,21,2,2,94,7,5,129,116,73,443,/Users/kpolonsky/Downloads/TEST//MSAs//OLFML2A_TRUE.fas,1554308.5,0.9944,0.0596
BPIFC,40,0.695081967,485,-1,0.191466698,0.191466698,0.141763206,0,0.233172602,0,1.972037919,3.649371069,610,372,294,3180,1561,425,135,1059,6.032258065,93,29,7,10,15,0,1,8,1,0,41,7,2,111,98,37,217,/Users/kpolonsky/Downloads/TEST//MSAs//BPIFC_TRUE.fas,1128507,0.9899,0.0338
CCDC170,40,0.696226415,798,-1,0.219442772,0.219442772,0.177064723,0,0.260103559,0,2.076743558,4.168763103,1060,493,433,5724,2117,1249,498,1860,7.184210526,190,58,5,10,21,5,11,16,3,3,95,9,8,154,136,84,497,/Users/kpolonsky/Downloads/TEST//MSAs//CCDC170_TRUE.fas,1509849,0.9914,0.0493
IL12B,40,0.715294118,332,-1,0.172461391,0.172461391,0.119145923,0,0.149994924,0,1.873615581,4.180420712,425,229,147,2472,1010,557,197,708,6.254901961,51,14,3,9,7,1,2,4,2,0,26,10,3,74,37,20,157,/Users/kpolonsky/Downloads/TEST//MSAs//IL12B_TRUE.fas,576593.5,1.006,0.0568
ADAM7,40,0.683193277,883,-1,0.210368781,0.210368781,0.155175692,0,0.253067332,0,2.361950438,4.407687461,1190,523,444,6348,2289,1078,719,2262,7.843902439,205,64,10,4,26,2,2,17,1,2,98,12,4,109,123,73,502,/Users/kpolonsky/Downloads/TEST//MSAs//ADAM7_TRUE.fas,1478225,0.9865,0.0622
SKA1,40,0.760330579,273,-1,0.146401876,0.146401876,0.111236905,0,0,0,1.873334972,4.49824356,363,201,155,1708,667,340,230,471,5.534883721,43,14,1,5,6,0,3,6,1,0,17,3,1,86,37,15,145,/Users/kpolonsky/Downloads/TEST//MSAs//SKA1_TRUE.fas,639511,0.9988,0.024
GARS,40,0.82216708,808,-1,0.133877266,0.133877266,0.129144098,0,0,0,2.343075489,4.379678209,1209,649,461,5718,2545,1009,378,1786,7.579617834,157,50,8,17,20,3,4,14,2,1,73,9,7,180,164,60,515,/Users/kpolonsky/Downloads/TEST//MSAs//GARS_TRUE.fas,2135899.5,0.9949,0.0495
FAM76B,40,0.763803681,204,-1,0.130505172,0.130505172,0.093603943,0,0,0,1.634969284,2.62890625,326,258,216,1280,808,147,74,251,4.258064516,31,13,1,8,8,0,0,0,1,0,10,1,1,170,44,15,66,/Users/kpolonsky/Downloads/TEST//MSAs//FAM76B_TRUE.fas,1051291.5,1.0013,0.0168
TDRD9,40,0.796025716,1132,-1,0.155810667,0.155810667,0.162046091,0,0,0,2.484523687,3.854416467,1711,790,708,10008,4538,1561,907,3002,6.967032967,273,65,10,17,48,10,4,34,6,1,126,19,12,231,181,126,676,/Users/kpolonsky/Downloads/TEST//MSAs//TDRD9_TRUE.fas,2564928.5,0.9929,0.0488
P4HA2,40,0.811447811,432,-1,0.138254849,0.138254849,0.133836168,0,0,0,2.234498825,3.95415374,594,366,274,2901,1392,433,195,881,5.337349398,83,31,2,6,15,2,3,11,0,0,26,7,4,113,99,31,182,/Users/kpolonsky/Downloads/TEST//MSAs//P4HA2_TRUE.fas,1167259,0.9986,0.023
NSMAF,40,0.809853068,786,-1,0.144470645,0.144470645,0.149366399,0,0,0,2.412687976,3.77443609,1157,664,568,5719,2394,1220,356,1749,6.93125,160,44,6,17,29,3,4,19,1,0,68,7,8,207,236,68,464,/Users/kpolonsky/Downloads/TEST//MSAs//NSMAF_TRUE.fas,2412984.5,0.9953,0.0222
HSPA12A,40,0.86264308,688,-1,0.116281626,0.116281626,0.137734256,0,0,0,2.575257713,3.803724928,961,457,408,5584,2511,1235,349,1489,7.067073171,164,43,13,8,25,3,4,15,3,2,81,11,3,117,107,71,405,/Users/kpolonsky/Downloads/TEST//MSAs//HSPA12A_TRUE.fas,1634384.5,0.9946,0.0495
SLC22A3,40,0.808446456,505,-1,0.139459064,0.139459064,0.139317903,0,0,0,2.241026351,3.74089519,663,354,271,3597,1376,751,297,1173,8.408602151,93,26,5,7,12,2,4,3,2,1,52,8,5,95,92,73,268,/Users/kpolonsky/Downloads/TEST//MSAs//SLC22A3_TRUE.fas,1238204.5,0.9965,0.0355
RECK,40,0.810422282,763,-1,0.128858429,0.128858429,0.114537011,0,0,0,2.432632121,3.335077621,1113,664,599,5733,2900,935,355,1543,7.085889571,163,59,5,20,19,2,7,10,0,2,75,4,11,265,197,87,370,/Users/kpolonsky/Downloads/TEST//MSAs//RECK_TRUE.fas,2575846,0.9977,0.024
CLPX,40,0.800309598,430,-1,0.117077259,0.117077259,0.098034521,0,0,0,2.196767571,3.957321848,646,425,369,2554,1202,403,220,729,5.861538462,65,22,1,9,9,0,4,10,3,3,24,3,3,215,125,25,202,/Users/kpolonsky/Downloads/TEST//MSAs//CLPX_TRUE.fas,1682596.5,0.9997,0.0156
TEAD1,40,0.875,248,-1,0.065068487,0.065068487,0.051571588,0,0,0,1.915932608,3.25281602,400,289,246,1598,837,243,125,393,4.857142857,42,12,3,8,12,1,2,4,1,0,14,2,2,162,56,26,84,/Users/kpolonsky/Downloads/TEST//MSAs//TEAD1_TRUE.fas,1234771.5,1.0023,0.0113
TATDN3,40,0.792494481,367,-1,0.140273804,0.140273804,0.115491284,0,0,0,1.860967034,4.786336543,453,226,158,2181,946,271,117,847,9.370967742,62,15,2,2,14,0,1,5,0,0,28,2,1,50,59,35,207,/Users/kpolonsky/Downloads/TEST//MSAs//TATDN3_TRUE.fas,694568.5,0.9964,0.0559
SERPINI1,40,0.752118644,350,-1,0.160552091,0.160552091,0.13621943,0,0,0,2.457231345,3.383742053,472,314,259,2202,919,376,222,685,5.016393443,61,15,4,6,12,0,2,11,2,3,23,1,5,151,74,21,151,/Users/kpolonsky/Downloads/TEST//MSAs//SERPINI1_TRUE.fas,1177161,0.9971,0.0167
LECT2,40,0.725806452,165,-1,0.171176248,0.171176248,0.125314404,0,0.121081034,0,1.793296435,2.822706065,186,107,81,1286,569,242,116,359,4,44,15,0,3,8,2,1,3,1,1,18,2,0,35,20,15,70,/Users/kpolonsky/Downloads/TEST//MSAs//LECT2_TRUE.fas,324593.5,0.9781,0.0642
CSRP2BP,40,0.819738167,665,-1,0.129630272,0.129630272,0.127742111,0,0,0,2.387606805,4.030406124,993,559,461,4703,1866,761,473,1603,5.849673203,153,56,5,10,32,4,4,12,1,0,53,6,8,198,168,58,394,/Users/kpolonsky/Downloads/TEST//MSAs//CSRP2BP_TRUE.fas,1984574.5,0.9994,0.0331
OPN5,40,0.765027322,295,-1,0.142763338,0.142763338,0.11307243,0,0,0,1.999322994,3.470917226,366,241,154,1788,690,492,191,415,5.639344262,61,18,1,2,15,2,0,5,0,1,23,4,2,54,74,39,115,/Users/kpolonsky/Downloads/TEST//MSAs//OPN5_TRUE.fas,836510,0.9987,0.0478
MCMDC2,40,0.767073171,570,-1,0.134410268,0.134410268,0.097825782,0,0,0,1.920355248,4.143725231,820,467,392,3785,1516,645,441,1183,5.494252874,87,29,1,14,17,1,6,9,0,3,32,3,9,223,97,20,324,/Users/kpolonsky/Downloads/TEST//MSAs//MCMDC2_TRUE.fas,1726541,0.9948,0.0346
ACVR1C,40,0.826580227,440,-1,0.131956741,0.131956741,0.133674891,0,0,0,2.171167699,3.754041968,617,400,313,2907,1257,674,271,705,6.975308642,81,27,4,5,10,3,1,9,0,2,35,5,3,122,122,58,248,/Users/kpolonsky/Downloads/TEST//MSAs//ACVR1C_TRUE.fas,1350836,0.9971,0.0185
CROT,40,0.750614251,603,-1,0.14594889,0.14594889,0.110455595,0,0,0,1.941927724,3.767562471,814,466,377,4242,1637,767,662,1176,6.201492537,134,50,11,10,14,3,3,15,0,1,55,8,3,162,111,50,289,/Users/kpolonsky/Downloads/TEST//MSAs//CROT_TRUE.fas,1532871,0.9961,0.0375
CADPS2,40,0.863605209,818,-1,0.093022244,0.093022244,0.088722936,0,0,0,2.599801586,4.00850051,1459,901,826,5882,2267,1242,520,1853,5.960526316,152,50,6,21,23,5,7,15,4,4,64,4,17,433,259,104,486,/Users/kpolonsky/Downloads/TEST//MSAs//CADPS2_TRUE.fas,3836260.5,0.9989,0.0161
PPIG,40,0.797560976,534,-1,0.125767968,0.125767968,0.1069296,0,0,0,2.345059852,4.214590864,820,530,444,3043,1230,628,246,939,6.202380952,84,29,6,13,19,4,7,5,0,3,31,1,4,287,146,28,221,/Users/kpolonsky/Downloads/TEST//MSAs//PPIG_TRUE.fas,2065254,0.9965,0.0219
PAK7,40,0.817955112,568,-1,0.133475646,0.133475646,0.130989239,0,0,0,2.474294803,3.352094241,802,505,439,3820,1623,718,409,1070,6.169491525,118,38,2,12,20,0,2,10,2,1,50,5,6,193,148,69,227,/Users/kpolonsky/Downloads/TEST//MSAs//PAK7_TRUE.fas,1932067.5,0.9981,0.0243
ROR1,40,0.835212489,739,-1,0.13483573,0.13483573,0.145629501,0,0,0,2.35322978,3.744941337,1153,644,564,5881,2516,1305,482,1578,6.118421053,152,51,4,13,21,3,8,10,2,3,70,7,4,237,190,83,432,/Users/kpolonsky/Downloads/TEST//MSAs//ROR1_TRUE.fas,2341376,0.9958,0.035
ACSL6,40,0.806262231,681,-1,0.132646708,0.132646708,0.119130803,0,0,0,2.226988851,4.510638298,1022,542,436,4841,2039,714,513,1575,7.513888889,144,59,8,10,16,4,4,14,1,3,55,3,6,188,129,46,363,/Users/kpolonsky/Downloads/TEST//MSAs//ACSL6_TRUE.fas,1741224,0.9971,0.0302
ANKRD6,40,0.78822314,640,-1,0.147631531,0.147631531,0.140036662,0,0,0,2.320022623,4.009192646,968,523,437,5004,2628,744,212,1420,6.135338346,133,49,7,17,23,3,3,12,2,3,49,4,10,184,136,57,406,/Users/kpolonsky/Downloads/TEST//MSAs//ANKRD6_TRUE.fas,1751944.5,0.9986,0.0414
MRPS30,40,0.753776435,519,-1,0.164547011,0.164547011,0.143788699,0,0,0,2.314762719,3.97524002,662,300,219,3958,1742,600,388,1228,8.516393443,122,32,7,5,15,1,2,15,2,0,60,2,2,63,91,48,305,/Users/kpolonsky/Downloads/TEST//MSAs//MRPS30_TRUE.fas,899462,0.9916,0.0594
UBE2Z,40,0.799410029,248,-1,0.126781838,0.126781838,0.099190737,0,0,0,2.096112144,5.181576616,339,226,169,1129,235,303,187,404,7.341463415,41,19,3,3,8,0,2,1,0,1,13,2,1,80,49,19,125,/Users/kpolonsky/Downloads/TEST//MSAs//UBE2Z_TRUE.fas,797475.5,0.9979,0.0262
MEP1A,40,0.770850885,835,-1,0.17089938,0.17089938,0.155388446,0,0,0,2.377141966,4.456327702,1187,546,445,6274,2409,1169,650,2046,6.656862745,204,53,9,8,45,5,5,13,1,1,93,10,7,153,158,66,546,/Users/kpolonsky/Downloads/TEST//MSAs//MEP1A_TRUE.fas,1602390,0.9919,0.0593
AGMAT,40,0.788598575,362,-1,0.180662692,0.180662692,0.190700381,0,0,0,2.102851237,2.864893999,421,254,139,2783,1387,585,289,522,7.305263158,95,29,7,5,15,3,1,8,0,0,43,4,2,36,50,36,158,/Users/kpolonsky/Downloads/TEST//MSAs//AGMAT_TRUE.fas,817078,0.9945,0.0486
CDH10,40,0.843621399,648,-1,0.122131888,0.122131888,0.132739319,0,0,0,2.419083425,3.984861781,972,546,487,4558,2167,661,427,1303,6.336,125,43,13,17,17,3,5,16,1,3,49,3,6,241,148,51,354,/Users/kpolonsky/Downloads/TEST//MSAs//CDH10_TRUE.fas,2111254.5,0.9977,0.0284
ARIH2,40,0.847250509,288,-1,0.105763833,0.105763833,0.105360368,0,0,0,2.029631864,3.010087719,491,340,300,2280,1045,328,329,578,4.146341463,41,12,7,14,11,2,4,1,0,3,17,1,3,214,60,13,130,/Users/kpolonsky/Downloads/TEST//MSAs//ARIH2_TRUE.fas,1372447,1,0.0272
RGS6,40,0.830188679,423,-1,0.127421569,0.127421569,0.131337959,0,0,0,2.499720483,3.605638829,530,304,245,2802,1258,531,356,657,6.306122449,98,34,8,4,17,1,2,6,1,1,41,9,1,61,79,73,194,/Users/kpolonsky/Downloads/TEST//MSAs//RGS6_TRUE.fas,1065513,1.0025,0.0297
EIF2B5,40,0.786458333,655,-1,0.143261986,0.143261986,0.121559816,0,0,0,2.079024393,3.985017123,960,543,447,4672,2011,844,418,1399,6.632352941,136,37,8,9,23,1,2,12,4,2,64,3,8,188,135,68,399,/Users/kpolonsky/Downloads/TEST//MSAs//EIF2B5_TRUE.fas,1932854,1.0003,0.0282
ZBTB24,40,0.784916201,685,-1,0.131791601,0.131791601,0.107359114,0,0,0,2.179697145,4.222050754,1074,482,435,5832,2179,1088,638,1927,7.197860963,187,68,7,12,25,2,6,17,1,2,77,12,8,124,143,101,468,/Users/kpolonsky/Downloads/TEST//MSAs//ZBTB24_TRUE.fas,1670186.5,1.0099,0.0653
ATF7IP,40,0.778170793,1150,-1,0.140991929,0.140991929,0.112049865,0,0,0,1.996392971,4.294090188,1979,874,798,10711,4061,1911,1421,3318,8.075601375,291,77,14,21,50,7,3,30,4,5,134,16,11,219,250,123,907,/Users/kpolonsky/Downloads/TEST//MSAs//ATF7IP_TRUE.fas,2986053.5,0.9988,0.0594
LRGUK,40,0.70212766,939,-1,0.211693151,0.211693151,0.17094426,0,0.233172602,0,2.153500243,3.673012785,1222,588,525,7196,3212,1337,876,1771,6.991666667,240,62,10,7,42,11,3,26,6,3,110,19,4,134,134,105,526,/Users/kpolonsky/Downloads/TEST//MSAs//LRGUK_TRUE.fas,1851923.5,0.9936,0.0587
